customerid,customername,customersegment,country,city
699,Customer 699,Segment C,Country B,City D
700,Customer 700,Segment B,Country A,City E
701,Customer 701,Segment B,Country A,City A
702,Customer 702,Segment B,Country B,City C
703,Customer 703,Segment A,Country A,City C
704,Customer 704,Segment B,Country C,City B
705,Customer 705,Segment B,Country C,City D
706,Customer 706,Segment C,Country B,City E
707,Customer 707,Segment A,Country B,City C
708,Customer 708,Segment C,Country B,City D
709,Customer 709,Segment C,Country C,City D
710,Customer 710,Segment A,Country A,City C
711,Customer 711,Segment C,Country A,City E
712,Customer 712,Segment B,Country B,City A
713,Customer 713,Segment A,Country A,City C
714,Customer 714,Segment B,Country B,City A
715,Customer 715,Segment B,Country A,City B
716,Customer 716,Segment B,Country B,City B
717,Customer 717,Segment C,Country C,City D
718,Customer 718,Segment C,Country A,City A
719,Customer 719,Segment C,Country B,City C
720,Customer 720,Segment A,Country C,City D
721,Customer 721,Segment A,Country B,City D
722,Customer 722,Segment B,Country A,City A
723,Customer 723,Segment B,Country C,City C
724,Customer 724,Segment C,Country C,City A
725,Customer 725,Segment C,Country C,City C
726,Customer 726,Segment A,Country A,City E
727,Customer 727,Segment B,Country B,City E
728,Customer 728,Segment C,Country B,City E
729,Customer 729,Segment C,Country C,City D
730,Customer 730,Segment B,Country C,City B
731,Customer 731,Segment A,Country A,City A
732,Customer 732,Segment B,Country A,City C
733,Customer 733,Segment B,Country C,City A
734,Customer 734,Segment A,Country B,City C
735,Customer 735,Segment C,Country B,City C
736,Customer 736,Segment C,Country A,City B
737,Customer 737,Segment A,Country A,City B
738,Customer 738,Segment C,Country A,City E
739,Customer 739,Segment A,Country B,City D
740,Customer 740,Segment C,Country C,City B
741,Customer 741,Segment B,Country C,City B
742,Customer 742,Segment A,Country C,City B
743,Customer 743,Segment B,Country C,City D
744,Customer 744,Segment A,Country C,City B
745,Customer 745,Segment C,Country C,City C
746,Customer 746,Segment C,Country B,City E
747,Customer 747,Segment A,Country C,City D
748,Customer 748,Segment C,Country B,City A
749,Customer 749,Segment A,Country B,City B
750,Customer 750,Segment B,Country A,City D
751,Customer 751,Segment B,Country C,City D
752,Customer 752,Segment C,Country B,City B
753,Customer 753,Segment C,Country C,City C
754,Customer 754,Segment B,Country B,City B
755,Customer 755,Segment C,Country C,City B
756,Customer 756,Segment C,Country A,City E
757,Customer 757,Segment C,Country A,City D
758,Customer 758,Segment A,Country C,City A
759,Customer 759,Segment A,Country C,City D
760,Customer 760,Segment B,Country C,City C
761,Customer 761,Segment B,Country C,City B
762,Customer 762,Segment C,Country C,City A
763,Customer 763,Segment A,Country C,City A
764,Customer 764,Segment B,Country B,City C
765,Customer 765,Segment A,Country A,City A
766,Customer 766,Segment B,Country B,City B
767,Customer 767,Segment C,Country B,City D
768,Customer 768,Segment C,Country C,City C
769,Customer 769,Segment C,Country B,City D
770,Customer 770,Segment B,Country B,City B
771,Customer 771,Segment C,Country A,City E
772,Customer 772,Segment A,Country B,City C
773,Customer 773,Segment A,Country C,City E
774,Customer 774,Segment C,Country B,City E
775,Customer 775,Segment A,Country A,City C
776,Customer 776,Segment A,Country B,City C
777,Customer 777,Segment C,Country A,City A
778,Customer 778,Segment C,Country C,City E
779,Customer 779,Segment B,Country C,City C
780,Customer 780,Segment A,Country A,City E
781,Customer 781,Segment C,Country A,City B
782,Customer 782,Segment A,Country B,City D
783,Customer 783,Segment C,Country A,City D
784,Customer 784,Segment A,Country B,City B
785,Customer 785,Segment C,Country B,City E
786,Customer 786,Segment C,Country B,City A
787,Customer 787,Segment A,Country A,City E
788,Customer 788,Segment B,Country A,City A
789,Customer 789,Segment C,Country C,City E
790,Customer 790,Segment A,Country A,City D
791,Customer 791,Segment B,Country B,City B
792,Customer 792,Segment A,Country C,City C
793,Customer 793,Segment C,Country B,City D
794,Customer 794,Segment B,Country C,City B
795,Customer 795,Segment A,Country B,City A
796,Customer 796,Segment A,Country B,City B
797,Customer 797,Segment A,Country B,City B
798,Customer 798,Segment A,Country C,City E
799,Customer 799,Segment A,Country C,City D
800,Customer 800,Segment A,Country B,City C
801,Customer 801,Segment C,Country B,City B
802,Customer 802,Segment A,Country B,City B
803,Customer 803,Segment A,Country A,City E
804,Customer 804,Segment B,Country C,City D
805,Customer 805,Segment B,Country A,City B
806,Customer 806,Segment C,Country C,City E
807,Customer 807,Segment C,Country B,City E
808,Customer 808,Segment A,Country C,City B
809,Customer 809,Segment B,Country A,City E
810,Customer 810,Segment A,Country B,City D
811,Customer 811,Segment C,Country B,City C
812,Customer 812,Segment A,Country B,City D
813,Customer 813,Segment C,Country C,City B
814,Customer 814,Segment A,Country C,City A
815,Customer 815,Segment B,Country C,City C
816,Customer 816,Segment A,Country C,City B
817,Customer 817,Segment B,Country A,City A
818,Customer 818,Segment A,Country C,City A
819,Customer 819,Segment A,Country B,City E
820,Customer 820,Segment A,Country B,City D
821,Customer 821,Segment B,Country B,City D
822,Customer 822,Segment C,Country A,City E
823,Customer 823,Segment B,Country A,City C
824,Customer 824,Segment C,Country A,City A
825,Customer 825,Segment C,Country B,City E
826,Customer 826,Segment C,Country A,City B
827,Customer 827,Segment A,Country C,City A
828,Customer 828,Segment B,Country B,City A
829,Customer 829,Segment C,Country A,City D
830,Customer 830,Segment B,Country A,City A
831,Customer 831,Segment A,Country B,City C
832,Customer 832,Segment B,Country A,City B
833,Customer 833,Segment A,Country B,City A
834,Customer 834,Segment C,Country C,City C
835,Customer 835,Segment C,Country C,City B
836,Customer 836,Segment B,Country A,City E
837,Customer 837,Segment B,Country B,City A
838,Customer 838,Segment A,Country A,City C
839,Customer 839,Segment B,Country A,City C
840,Customer 840,Segment A,Country C,City B
841,Customer 841,Segment C,Country B,City D
842,Customer 842,Segment A,Country C,City D
843,Customer 843,Segment A,Country C,City B
844,Customer 844,Segment B,Country C,City A
845,Customer 845,Segment B,Country A,City E
846,Customer 846,Segment C,Country C,City A
847,Customer 847,Segment A,Country B,City B
848,Customer 848,Segment C,Country A,City E
849,Customer 849,Segment B,Country B,City B
850,Customer 850,Segment B,Country A,City E
851,Customer 851,Segment B,Country C,City C
852,Customer 852,Segment B,Country C,City C
853,Customer 853,Segment B,Country A,City E
854,Customer 854,Segment C,Country A,City D
855,Customer 855,Segment C,Country B,City A
856,Customer 856,Segment B,Country A,City B
857,Customer 857,Segment A,Country B,City D
858,Customer 858,Segment A,Country C,City A
859,Customer 859,Segment B,Country C,City D
860,Customer 860,Segment A,Country B,City E
861,Customer 861,Segment B,Country A,City D
862,Customer 862,Segment A,Country A,City E
863,Customer 863,Segment C,Country C,City B
864,Customer 864,Segment C,Country B,City B
865,Customer 865,Segment B,Country A,City A
866,Customer 866,Segment A,Country B,City E
867,Customer 867,Segment A,Country A,City D
868,Customer 868,Segment C,Country C,City A
869,Customer 869,Segment C,Country A,City C
870,Customer 870,Segment C,Country B,City E
871,Customer 871,Segment A,Country B,City B
872,Customer 872,Segment C,Country B,City B
873,Customer 873,Segment A,Country B,City D
874,Customer 874,Segment B,Country C,City D
875,Customer 875,Segment A,Country B,City B
876,Customer 876,Segment A,Country A,City C
877,Customer 877,Segment A,Country C,City A
878,Customer 878,Segment A,Country B,City D
879,Customer 879,Segment C,Country C,City A
880,Customer 880,Segment C,Country A,City D
881,Customer 881,Segment B,Country C,City B
882,Customer 882,Segment B,Country B,City E
883,Customer 883,Segment B,Country A,City A
884,Customer 884,Segment C,Country A,City B
885,Customer 885,Segment C,Country C,City B
886,Customer 886,Segment B,Country B,City A
887,Customer 887,Segment C,Country B,City E
888,Customer 888,Segment B,Country A,City E
889,Customer 889,Segment C,Country A,City C
890,Customer 890,Segment B,Country B,City A
891,Customer 891,Segment C,Country B,City A
892,Customer 892,Segment B,Country A,City A
893,Customer 893,Segment C,Country C,City D
894,Customer 894,Segment C,Country B,City D
895,Customer 895,Segment C,Country B,City D
896,Customer 896,Segment B,Country B,City A
897,Customer 897,Segment B,Country A,City B
898,Customer 898,Segment A,Country C,City C
899,Customer 899,Segment B,Country A,City E
900,Customer 900,Segment B,Country B,City E
901,Customer 901,Segment C,Country B,City C
902,Customer 902,Segment B,Country B,City D
903,Customer 903,Segment C,Country B,City A
904,Customer 904,Segment C,Country B,City C
905,Customer 905,Segment C,Country B,City C
906,Customer 906,Segment B,Country B,City D
907,Customer 907,Segment B,Country B,City A
908,Customer 908,Segment C,Country C,City C
909,Customer 909,Segment A,Country B,City E
910,Customer 910,Segment B,Country B,City E
911,Customer 911,Segment B,Country B,City D
912,Customer 912,Segment B,Country B,City D
913,Customer 913,Segment B,Country B,City B
914,Customer 914,Segment B,Country A,City D
915,Customer 915,Segment B,Country B,City A
916,Customer 916,Segment A,Country C,City B
917,Customer 917,Segment C,Country C,City E
918,Customer 918,Segment A,Country A,City C
919,Customer 919,Segment A,Country C,City A
920,Customer 920,Segment C,Country C,City E
921,Customer 921,Segment C,Country C,City B
922,Customer 922,Segment A,Country C,City A
923,Customer 923,Segment B,Country B,City A
924,Customer 924,Segment B,Country A,City C
925,Customer 925,Segment C,Country B,City D
926,Customer 926,Segment C,Country C,City A
927,Customer 927,Segment C,Country B,City D
928,Customer 928,Segment C,Country B,City C
929,Customer 929,Segment B,Country B,City A
930,Customer 930,Segment C,Country A,City B
931,Customer 931,Segment A,Country B,City D
932,Customer 932,Segment C,Country C,City A
933,Customer 933,Segment C,Country C,City A
934,Customer 934,Segment C,Country B,City A
935,Customer 935,Segment C,Country A,City B
936,Customer 936,Segment A,Country A,City A
937,Customer 937,Segment B,Country A,City C
938,Customer 938,Segment C,Country C,City C
939,Customer 939,Segment C,Country B,City E
940,Customer 940,Segment C,Country C,City B
941,Customer 941,Segment B,Country C,City C
942,Customer 942,Segment C,Country B,City E
943,Customer 943,Segment B,Country C,City C
944,Customer 944,Segment A,Country C,City B
945,Customer 945,Segment A,Country B,City C
946,Customer 946,Segment B,Country A,City A
947,Customer 947,Segment C,Country C,City A
948,Customer 948,Segment B,Country A,City A
949,Customer 949,Segment B,Country B,City A
950,Customer 950,Segment B,Country C,City E
951,Customer 951,Segment C,Country B,City E
952,Customer 952,Segment B,Country B,City A
953,Customer 953,Segment B,Country C,City A
954,Customer 954,Segment C,Country A,City D
955,Customer 955,Segment B,Country C,City E
956,Customer 956,Segment B,Country B,City C
957,Customer 957,Segment C,Country C,City D
958,Customer 958,Segment A,Country C,City A
959,Customer 959,Segment C,Country B,City D
960,Customer 960,Segment B,Country B,City D
961,Customer 961,Segment C,Country A,City E
962,Customer 962,Segment C,Country C,City B
963,Customer 963,Segment B,Country A,City D
964,Customer 964,Segment A,Country A,City C
965,Customer 965,Segment B,Country B,City D
966,Customer 966,Segment B,Country C,City C
967,Customer 967,Segment C,Country A,City E
968,Customer 968,Segment A,Country C,City D
969,Customer 969,Segment A,Country C,City A
970,Customer 970,Segment C,Country A,City B
971,Customer 971,Segment C,Country C,City E
972,Customer 972,Segment B,Country A,City D
973,Customer 973,Segment C,Country C,City A
974,Customer 974,Segment A,Country A,City E
975,Customer 975,Segment C,Country A,City B
976,Customer 976,Segment B,Country B,City C
977,Customer 977,Segment C,Country C,City C
978,Customer 978,Segment C,Country C,City B
979,Customer 979,Segment B,Country C,City C
980,Customer 980,Segment B,Country A,City D
981,Customer 981,Segment C,Country A,City B
982,Customer 982,Segment C,Country C,City C
983,Customer 983,Segment C,Country B,City A
984,Customer 984,Segment B,Country A,City D
985,Customer 985,Segment C,Country B,City B
986,Customer 986,Segment A,Country A,City E
987,Customer 987,Segment A,Country B,City E
988,Customer 988,Segment A,Country A,City B
989,Customer 989,Segment B,Country B,City D
990,Customer 990,Segment B,Country B,City E
991,Customer 991,Segment A,Country A,City E
992,Customer 992,Segment A,Country A,City C
993,Customer 993,Segment B,Country A,City E
994,Customer 994,Segment A,Country C,City C
995,Customer 995,Segment B,Country C,City C
996,Customer 996,Segment C,Country B,City B
997,Customer 997,Segment A,Country B,City D
998,Customer 998,Segment B,Country B,City B
999,Customer 999,Segment A,Country C,City E
1000,Customer 1000,Segment B,Country B,City A
1001,Customer 1001,Segment C,Country A,City C
1002,Customer 1002,Segment C,Country C,City A
1003,Customer 1003,Segment C,Country B,City C
1004,Customer 1004,Segment C,Country B,City B
1005,Customer 1005,Segment C,Country C,City C
1006,Customer 1006,Segment A,Country A,City E
1007,Customer 1007,Segment A,Country B,City A
1008,Customer 1008,Segment A,Country A,City D
1009,Customer 1009,Segment A,Country C,City A
1010,Customer 1010,Segment A,Country C,City A
1011,Customer 1011,Segment B,Country B,City A
1012,Customer 1012,Segment A,Country A,City E
1013,Customer 1013,Segment C,Country A,City C
1014,Customer 1014,Segment A,Country C,City A
1015,Customer 1015,Segment B,Country C,City E
1016,Customer 1016,Segment B,Country A,City E
1017,Customer 1017,Segment C,Country C,City D
1018,Customer 1018,Segment B,Country B,City E
1019,Customer 1019,Segment C,Country C,City E
1020,Customer 1020,Segment A,Country A,City B
1021,Customer 1021,Segment A,Country A,City E
1022,Customer 1022,Segment A,Country C,City C
1023,Customer 1023,Segment C,Country C,City A
1024,Customer 1024,Segment C,Country A,City C
1025,Customer 1025,Segment C,Country C,City E
1026,Customer 1026,Segment A,Country A,City A
